PLAYER_NAME,HP_PCT,ATTACK_PCT,DEFENSE_PCT,SPATK_PCT,SPDEF_PCT,SPEED_PCT,EUCLIDEAN_MATCH,EUCLIDEAN_DIST,COSINE_MATCH,COSINE_SIM
Sam Perkins,51.76234122166508,49.70517350009284,73.56146331995967,36.2514909394765,54.83905460651061,26.60880839084645,Metang,20.735397297325985,Eiscue (Ice Face),0.9959959021443326
Greg Minor,46.77785686988896,39.86629560720639,75.59931563529018,51.46054935333544,50.49533020550725,73.71720126591178,Whimsicott,26.592918570459293,Serperior,0.9896176280333143
Tom Hammonds,46.56614876219131,31.86046551897305,26.43531733768381,18.743073618848648,39.468327867593565,58.48167414219767,Corvisquire,11.723218451300857,Linoone,0.9928559885434899
Steve Kerr,42.53822109515821,41.64813081214421,72.69981538340818,61.8695535443219,25.51906896802729,37.96711141093212,Quilladin,28.429495836244573,Archaludon,0.9891883662351802
Pooh Richardson,45.55118579952416,23.68397675749737,22.270239587630087,89.69318219438252,43.99941873191653,45.76857363032841,Braixen,27.516954215983,Psyduck,0.9826418182634759
Kenny Anderson,75.47733720402191,58.05574777146971,53.42784044176848,90.07871053470944,55.82231206826728,48.84664597343198,Heatmor,19.26972976549906,Maractus,0.99643466630321
Hot Rod Williams,64.86329248002033,13.484871483690744,43.44590396732154,23.97666246046263,61.01027119626514,43.911598693053215,Vullaby,26.619083115702793,Diggersby,0.9900501477040978
Cedric Ceballos,66.25271678691159,91.40267925840416,37.0781347724307,34.51863584218957,54.02820562793534,58.50376115270669,Lycanroc (Midnight Form),23.11674382368632,Lycanroc (Midnight Form),0.9901074783659262
Doug Overton,32.916513464505016,29.473320691967324,47.34764719824153,82.04109340794479,25.76107159925349,57.34231302908628,Drizzile,28.344385905671057,Psyduck,0.9853305263899114
Bill Wennington,26.295497260843103,48.25435965839723,75.85140884707633,33.07395524521956,36.07855062255043,32.01718730434447,Quilladin,14.908711114350666,Quilladin,0.9930733959465263
Latrell Sprewell,94.94754303049898,82.11850712235973,47.966737862746335,74.20966948592567,43.178855318441,24.253782577512546,Copperajah,22.92675554864424,Emboar,0.9902973213628911
Brent Price,42.59529155564065,42.47513695241636,35.29117696441782,83.85964428629012,41.9659306919443,50.40311527764983,Beautifly,25.809293418311952,Psyduck,0.9931183959105703
Dikembe Mutombo,77.84060600170535,34.526016938648354,76.16547322449597,15.342654625437,52.835216664853455,12.292408533078824,Carkol,32.78527829572144,Garganacl,0.9817587527322137
Nick Van Exel,84.64313913269054,74.67070975977282,30.292945165012867,94.08562214969598,26.272376362593384,40.64373114952923,Honchkrow,24.815298397707423,Honchkrow,0.9890961394665665
Hubert Davis,63.08625844566706,41.76783857238252,32.87291729871316,54.56587016884634,14.804969584076964,45.25314333573803,Palpitoad,19.040422628598733,Shiftry,0.9851187390716201
Mark Bryant,54.0871070504356,32.45757275567488,51.00534099368937,27.71391550366823,49.64296333423774,39.047539312869496,Vullaby,14.169000639024816,Cresselia,0.9939118790823066
Detlef Schrempf,80.36432436333945,70.66816887159443,52.65423787557189,77.1845007150022,52.04726461592519,23.095304013028063,Octillery,21.666699343981612,Exeggutor (Alolan Exeggutor),0.9976225520875207
Nick Anderson,77.11009754910242,64.95396865274436,56.792047443766506,53.16212267578678,68.36909864468242,37.525241197342105,Trevenant,16.995987146907666,Swampert,0.9981435448447943
Todd Day,58.30597751185644,82.97046049456668,33.13489928050524,43.37158563366905,62.52959375363953,84.39439307460934,Aerodactyl,20.544162688510124,Primeape,0.9963493765358905
Dan Majerle,74.07768111224506,17.480401829648546,77.42724909896775,61.67381849880698,58.60847346492667,17.79739469141283,Carkol,28.144153754768244,Bellibolt,0.9905285462232882
Dale Ellis,73.01197711316757,76.65119768992028,29.00150695000862,35.36964469903496,24.18270839723254,37.419947166834135,Gumshoos,20.07311486362338,Rampardos,0.9957118876619376
Robert Horry,58.08885909554238,21.74708530856269,75.58947301233424,57.40004212607564,71.96016999568658,48.57420511556483,Chimecho,23.34470438356762,Suicune,0.9920629722764667
LaPhonso Ellis,71.08504956139879,64.56607913631174,36.6288176460786,43.48432068920244,51.251632509285216,24.817430320547007,Ariados,23.617715140169523,Beartic,0.992985403358773
Steven Smith,79.71426973428026,79.18620927284027,63.10078418234745,66.8631110313971,22.48665807633773,17.9800349431532,Granbull,31.847689835109996,Tangrowth,0.9842384570690861
Patrick Ewing,78.68718096657422,82.13173204091335,66.17886279786718,32.85257782941343,62.84741146385591,33.7586039217106,Golurk,8.263416716999734,Golurk,0.9986794949637678
Robert Pack,57.75224787085821,61.34698785053868,32.68214194395033,96.70230147280525,54.21131889648376,68.01416343410555,Houndoom,21.338714151415758,Thundurus (Therian Forme),0.9934785381403702
Vlade Divac,77.43139953727814,57.86675830809028,62.35705470210547,73.51463630679594,72.462775913672,63.62766703770152,Golduck,13.43836204818666,Glalie,0.9983155186951705
David Benoit,30.30523582257053,60.91377379046471,70.41225407025166,18.956917488178235,52.32260387584919,63.965045908600736,Gligar,28.359279875293748,Pinsir (Mega Pinsir),0.9907829210382327
David Wesley,89.3634759819966,62.707614721183646,53.3628746019177,80.17051168494257,42.36164716127467,33.28829393112338,Farigiraf,14.47899688864037,Farigiraf,0.9976595243688718
Kevin Johnson,84.90303434386914,80.13823880393112,22.981717071168976,95.5726392136656,40.57250157155586,54.61347470730699,Honchkrow,22.322784158837266,Honchkrow,0.9910516178863408
P.J. Brown,80.52825021224709,32.09688067626804,65.19676350311781,34.69183800438213,60.83393292331344,16.030026138542333,Lickitung,17.0775024175296,Yamper,0.9968329115338922
Vernon Maxwell,57.853993381796215,77.46868763301897,38.00420539973471,62.2357830049928,39.6619398052864,47.05225864669782,Banette,18.468361287763685,Blaziken,0.9968382036698861
Donald Royal,30.63884661005744,18.909854041005445,24.02571767485864,21.0149124110829,40.69430721720686,51.63185439116607,Skiploom,13.756219990186729,Jumpluff,0.9938647469740612
Terry Dehere,40.2996889987086,57.93521157389984,34.74603579807938,83.90597354118768,33.29849940087095,39.06396721917351,Combusken,17.771233112416223,Combusken,0.9942931240920738
Tracy Murray,54.32404273229463,80.13847709730024,35.101739833876366,28.1936151372602,44.472744510701794,60.70006487949959,Zangoose,20.02714124068856,Zangoose,0.9919454137267746
Jud Buechler,29.420771995060324,17.343617846219864,77.9539111277091,43.903182563697946,51.329593268479606,67.53901501657664,Servine,26.228644602454796,Wooloo,0.9959023652017829
Jalen Rose,84.95753304572423,84.79062838477627,42.72136578695287,77.74926794341158,37.24313804524,42.794106172857695,Emboar,12.753536749450321,Emboar,0.9990177931539641
Antoine Carr,40.61221370931963,57.71920612253247,41.9806870534499,36.50537208997336,25.388547990407933,19.8889079402665,Pancham,16.82307861540273,Deino,0.9893178065069294
Derek Harper,70.21657553446357,39.66431264389168,27.640520198441447,85.45503412868507,39.63382702841768,19.008778283549983,Dewott,31.954816087083326,Flaaffy,0.9883135603023119
Chris Childs,65.29156989459375,16.912222539414316,77.12897047178782,92.48398646267744,44.1249716132289,11.871470531769074,Vikavolt,29.118544645322636,Vikavolt,0.9836354322767675
Hakeem Olajuwon,79.38666172998406,81.67643235405679,56.42649993417946,53.51297316410261,86.69066851535848,33.00953452960396,Muk,14.502455735810933,Muk,0.9962442677151114
Ron Harper,67.12691208881579,33.493141531722685,72.01201909791584,71.5785131501388,60.351332190600864,27.403606933875405,Dipplin,26.7084905873033,Ampharos,0.9931743736329007
Chris Mills,77.57028597429304,53.88812839887601,62.51338134183631,51.40844476998327,48.33486584761561,25.563448934605702,Quagsire,16.607068351443708,Dudunsparce (Two-Segment Form),0.9947148527155311
Joe Kleine,28.32274246687828,10.2655023633753,25.753720840991004,32.21205393194231,44.31840105394165,46.29118737208852,Finneon,15.725442222366057,Ninetales (Alolan Ninetales),0.9939099952102924
Keith Askins,49.02938965488423,8.54087756601226,75.38969235249324,25.00924078526725,52.74086220533085,17.49121145561733,Naclstack,30.500635562105817,Shroomish,0.9765616179434595
Muggsy Bogues,63.438315953337785,18.498673741150867,48.71516304948443,93.90018733603122,46.41815315023387,29.8467982644178,Crocalor,30.055815321535267,Flaaffy,0.9886141180941213
Olden Polynice,68.3632161918701,35.37314086698538,36.439673526869456,28.91679043634296,50.22835453276014,28.54269652628117,Nidorina,29.26150390755244,Oinkologne (Female),0.9957194357764132
Bryant Stith,69.8072956245265,44.71455963749079,33.09989431602692,56.65328215224794,43.121335267437,48.86207165906436,Dewott,16.392282470778344,Basculegion (Female),0.9986297779444784
John Crotty,35.68110317794261,44.66021713090646,68.97323598659341,88.49189469072563,25.525624824397728,50.06715356026611,Seadra,28.733110458864072,Duraludon,0.9864162066397523
Billy Owens,67.14639381739708,43.52506312940225,41.183056178064994,63.80521815906509,64.22497765788974,53.48542669887132,Ludicolo,23.729152448906795,Meloetta (Aria Forme),0.9968395255690721
Bison Dele,76.36241685024201,82.64000167241403,53.934665140137454,37.31805655867671,64.07157115800959,9.317685105147657,Crabominable,26.806659081325495,Mudsdale,0.9910456703640332
Bobby Phills,83.82721312421832,57.920359276902175,55.996343173451805,71.7178603407274,55.12967842509465,25.072161979862045,Gastrodon,21.985721543602384,Exeggutor,0.9946175453718661
Chris Webber,94.55863736889108,91.39135118052566,48.440850318131695,77.84834964097028,81.16329653119669,66.2526778601274,Centiskorch,24.64780883618127,Centiskorch,0.9966514053922183
Terry Cummings,46.09722660217637,74.86698365955478,56.86120296877095,39.62979571414156,71.49338377835379,32.20198663772035,Druddigon,28.334507148829015,Druddigon,0.9925396776499363
Duane Causwell,24.252162060877883,17.684481930186525,37.60079011742498,11.479734970495644,49.24788586912837,24.461373021943515,Swablu,16.983165956644367,Dustox,0.9865466905114322
Dennis Scott,68.98527310697989,53.2754534262029,38.267218919311446,48.95241206435632,33.46582190391355,22.897724135136976,Pignite,23.364553984332595,Dudunsparce (Two-Segment Form),0.9970876589988128
Anthony Mason,95.77875870953274,40.33554150032394,40.55899593025946,73.11914756976962,57.08859831234783,24.352755924485557,Gastrodon,20.73256016433639,Amaura,0.9939539164580568
Lee Mayberry,60.71196357426432,8.985251493389137,13.829570914744304,88.22079716838229,32.55921813211098,30.17903546367986,Duosion,29.105206325549403,Mareep,0.9935429688548044
Scott Burrell,43.23194619547776,45.94854850167118,68.98347178869142,47.8006631519218,69.63799813536444,54.7860961842985,Eevee (Partner Eevee),20.13255987451143,Uxie,0.9952103048364976
Danny Ferry,56.00349911315516,34.422656397766175,69.33389455642843,40.443875926515794,32.96564564435038,27.69369010120971,Carkol,23.32738484240742,Carkol,0.987636685253275
Chris Dudley,41.22070602975749,4.898513827833107,73.74343459205572,9.928726626827546,54.25159646447781,21.35406009233484,Naclstack,28.327029039295173,Kricketot,0.9725376099580935
Nate McMillan,51.59476253670187,10.887116160773886,86.75682685460636,88.66774776266566,79.1495475902237,9.218202960388762,Rabsca,27.350828055628885,Magcargo,0.9874006567389886
Jeff Hornacek,76.39867219389394,78.94068747588871,53.77774383438756,78.47336421193918,47.46745776163228,33.0710699555314,Heatmor,19.36146779904951,Eelektross,0.995121141524845
Sam Cassell,82.35155482408078,92.20192488746234,40.10686693082437,95.93653844502025,44.71313791026033,50.56066619141164,Emboar,20.897070968294603,Seviper,0.9971557095449282
Dell Curry,52.87542257843063,82.98089559938691,37.83680155771697,56.35151670665592,37.286041809050296,30.23957383594877,Banette,22.553945896375055,Teddiursa,0.9943549946573931
Terrell Brandon,89.58377374866612,82.09341627200027,51.55270417225608,96.74959987597649,62.14824325509787,37.14041414087917,Wyrdeer,18.02977040041331,Wyrdeer,0.9955907058984198
Antonio Davis,79.15789994241669,49.02592389451094,59.50184444340911,30.298600696239298,48.59815548565916,23.00847802015221,Dunsparce,24.718000368266953,Ting-Lu,0.9907313205753197
Brian Shaw,52.07804916995698,21.112389561145832,46.56740853091478,84.72297336740272,53.33552410786688,51.61928810571922,Masquerain,21.70727213006844,Glimmora,0.9921339508084361
Vinny Del Negro,64.91445958740027,39.55456351864144,36.17558016403217,77.57469565637932,33.7517578467568,23.1680255207115,Dewott,22.462848067529784,Flaaffy,0.9902454949847724
Clar. Weatherspoon,71.80622920674432,38.792788239206736,44.65122948853249,27.5154534316993,66.6968055122067,35.46644950729509,Raticate (Alolan Raticate),29.95969408390733,Oinkologne (Female),0.9928782368628909
Bill Curley,23.54593773491398,19.126893312134623,54.7337111810055,18.539161505044564,56.23800460020123,74.72024431626238,Pachirisu,25.05267543420847,Trubbish,0.9942611271593312
Eddie Jones,89.51533785537363,72.57028364572973,67.41552696698227,66.2207736861734,59.253282042664296,25.87404426281124,Dudunsparce (Two-Segment Form),12.795840674666131,Dudunsparce (Two-Segment Form),0.9972536614248264
Adam Keefe,44.93239923197002,23.506690057688385,51.140260250421214,26.976978540355013,56.24219316552482,28.293972122760312,Vullaby,20.5314521609138,Umbreon,0.9979567331950303
Khalid Reeves,58.86000503808545,53.32870443601812,29.551704734463605,82.60217049323306,35.00303954859632,23.99712486356021,Dewott,25.287534043222927,Numel,0.9920718973286385
Kevin Edwards,32.428453340692485,38.54336278092895,55.01677515368391,65.63382497851485,53.92568872974185,82.79027646904349,Whimsicott,18.16790152639256,Starmie,0.9985376296841401
Tyrone Hill,80.47864241871557,38.80812066828781,66.46007298610313,17.837652936680847,65.70802893896206,24.339778952215276,Audino,28.797247502492237,Audino,0.9837967239002295
Darrick Martin,52.37280839140291,62.2431289044031,27.033527212661248,85.9560269971193,34.26993089180007,53.00293904000464,Seviper,16.94111218780299,Growlithe,0.9947883302274442
Brooks Thompson,35.40427453254485,69.24394705180133,7.69466524681608,88.8496776444579,56.72618604897484,68.61215156078671,Magmar,30.01062068624407,Blacephalon,0.9874493478574328
Aaron McKie,64.6592084381511,34.59722408384726,82.73860753730445,76.45185979812317,68.2523584722288,41.4452606089267,Sinistcha,21.35293361573232,Swirlix,0.9932540552165257
Dee Brown,61.85845740722693,58.54940719404945,33.445383356250204,72.3472731325063,49.08539640430167,65.41699992233589,Stantler,13.297482492260505,Thundurus (Therian Forme),0.9965593543769032
Greg Anderson,44.42209096842667,8.483244642745689,4.348803866217652,11.412617781778446,80.11277462044607,20.499382342555496,Drowzee,17.377912920247486,Drowzee,0.9836266650511016
Joe Dumars,86.00068490184555,65.87354230433039,39.10221671008486,75.97118459996986,13.774426623817172,4.644251820410579,Guzzlord,29.876780956068682,Guzzlord,0.9838323955790127
George Lynch,65.41005562662095,26.41268432161922,74.53369333941664,50.87026477475085,73.34657998716733,31.41954125024845,Terapagos (Normal Form),20.206348355576147,Audino (Mega Audino),0.9966620821113759
Sean Elliott,73.65831729514662,53.21181729796084,67.7538848342477,59.1877561195117,34.657629841728074,17.07362023789015,Quagsire,18.6866132226148,Slowbro (Galarian Slowbro),0.9924116205033985
Karl Malone,91.59191878149426,95.77862894284335,51.888308973002886,81.63140569173645,79.2921592649483,29.76391501203492,Centiskorch,25.66565038099325,Grimmsnarl,0.9923727347630085
Grant Hill,85.45246659585706,80.29496230406153,37.878943400162505,73.92658872556441,63.29691354826674,47.99613436562171,Grimmsnarl,12.584203042351474,Centiskorch,0.9975047816780677
Brian Grant,74.3180210255852,47.22309217204249,65.30600229201205,31.019588785975035,57.09715661832392,13.574509983901883,Grotle,23.346542874553528,Stunfisk (Galarian Stunfisk),0.9956111015697441
Michael Cage,37.092448517765646,2.8050525717752484,42.86823476843752,15.85276364397134,74.77738345627655,54.853357553151625,Dustox,21.035077821920563,Pachirisu,0.9854656975847567
Harvey Grant,44.96263013217927,7.503790515012943,64.14495991581634,22.573272293352108,46.52643648346805,49.41479523231111,Vullaby,21.162115501476066,Vullaby,0.9802416540640211
Horace Grant,83.100696367141,27.88548947350142,52.61674897588897,44.06391181486648,55.24007325076389,30.293481054275144,Sealeo,17.422444579537242,Swalot,0.9945417218498789
Johnny Newman,61.582963681647605,67.07507463897998,37.90136984025612,42.320305695850784,34.73798982137693,37.8345401097068,Quaxwell,16.877183569040614,Veluza,0.9962512036421044
Duane Ferrell,36.783745763458,37.88525810635928,44.7589305451532,44.14068217786902,42.27941225612575,47.77365478435631,Spinda,17.742753681927773,Palkia (Origin Forme),0.9970303838709992
Allan Houston,90.99759563300611,88.88129802852387,59.44213566492796,59.99760361787445,20.19221375754933,22.70506229310876,Granbull,27.856860209999883,Granbull,0.9860420118641896
Stacey Augmon,40.86420118675917,24.02642225145979,74.83061648901138,53.08222059184708,56.12783024910752,34.98018294958858,Bayleef,19.341312142396536,Wartortle,0.9881109257998939
Felton Spencer,37.78148289483957,15.777363171663932,45.32633218444786,6.447633574027717,58.23515367166299,51.16474624215119,Dustox,27.790956523912858,Burmy (Plant Cloak),0.9876892936261913
Scott Williams,44.09756775401629,36.66273371415655,49.113574487576926,13.416125217866693,68.11686895617109,56.67595444734826,Volbeat,18.252716256866595,Volbeat,0.9950323803969322
Lindsey Hunter,71.34772000384244,47.29719181441871,54.346658969514216,67.857746650285,51.6710884498242,32.61478545156038,Dartrix,15.3188816313827,Dartrix,0.9959411222821438
Armen Gilliam,60.604334285974346,63.659401927384486,37.15957983266021,28.56894490498325,61.96572833256341,25.369016058264545,Marshtomp,23.1887861535095,Muk,0.9948028042373372
Rick Fox,72.27132443340815,49.409423619067454,49.04368232887726,71.62420644377563,54.43572755568512,63.32131806682707,Golduck,15.962129080511577,Golduck,0.997317562533819
Alonzo Mourning,76.36559367777221,86.66814698481181,79.44927390032078,26.08544058487037,49.8477153024936,17.8953236260947,Golem,20.637968134969263,Ursaluna,0.9945295124470986
Glenn Robinson,91.75567700508422,94.85070746151118,31.808803736011537,61.31850241080113,58.13220791129287,42.99137476700185,Grimmsnarl,20.408314834356336,Grimmsnarl,0.9923754591204387
Mookie Blaylock,89.46696146142756,51.8419358343861,57.382775183245776,92.23939666226356,66.65514090475008,33.3809373879186,Ampharos,18.36742278327556,Ampharos,0.9939687461228254
John Stockton,77.11940030912388,68.08167787619685,63.59207595606647,99.56054164528516,57.07734666558872,24.624283872904307,Exeggutor,15.036741182361306,Exeggutor (Alolan Exeggutor),0.996427994811283
Bobby Hurley,33.09028118494838,22.1589664332486,25.742014919070225,95.22556078198691,32.061143595041685,69.07087362930362,Drizzile,24.078437425531117,Toxel,0.9880384128641648
John Starks,70.04481653187715,69.32152135209951,60.13911266585014,75.18946129231504,45.37273947360935,36.09176304364686,Carnivine,19.825150623472986,Samurott,0.9967870283196313
Greg Foster,33.619862547953765,28.50017738547817,37.58503201435366,29.509249864800875,38.82289012257399,23.9523720179936,Clauncher,16.929490765062013,Terapagos (Terastal Form),0.9970644098939021
Anthony Peeler,67.66466849136604,53.33269336228426,39.42188959192917,69.57336719312066,47.09617462735903,49.95196761450323,Dewott,18.346807608115284,Dewott,0.9977389362740651
Rick Mahorn,24.55358036628954,10.262010844984538,75.60036386130948,10.675978413355509,54.42999531414002,30.387284372074657,Whirlipede,22.502104025064533,Aegislash (Shield Forme),0.984980108440905
Danny Manning,55.79188349988886,70.53079444607113,54.12728576170356,60.19245860203078,68.62266085156291,43.04015964078064,Seaking,24.26661138232481,Dragonite,0.9981794183909202
Tom Gugliotta,77.53956111307888,62.99436948300436,48.739846111326806,62.04884883265998,74.83620139916941,46.91336450347879,Abomasnow,15.602609216087913,Ho-oh,0.9962499787193511
Joe Wolf,21.391326355198235,5.005381719481551,40.72469062870689,28.386276088912005,61.243305652973696,34.76427271109615,Swablu,18.101887448546083,Dustox,0.9887187082895057
Dana Barros,53.033107252545015,73.80093169690848,56.09761257703988,83.93580049381646,43.97779125742824,70.64568222967497,Lucario,12.672194635822281,Lucario,0.9976121073589426
Terry Porter,55.70721488903212,57.65764038300748,73.83431956215061,85.98457291545327,47.613932341751735,38.86588203365029,Weezing,29.107886536366014,Volcanion,0.99264741916783
Mitchell Butler,26.653571168586858,34.86138915196792,83.75070951387896,52.748445423189295,40.77439747626633,53.77960130054986,Hakamo-o,20.59475576446645,Jangmo-o,0.9899388327994451
Mark Jackson,73.36313564209274,24.25703119075708,45.02055199410962,99.0847601304243,49.96929232796104,30.76076052390519,Vikavolt,35.2162549908326,Flaaffy,0.995592623468553
Darrell Armstrong,68.8404885802973,59.76801529450426,61.35582764354599,89.72197335039455,60.10786853495307,58.42631169575454,Xurkitree,16.91343380975369,Moltres,0.9973410483415027
Vincent Askew,45.363714281778265,19.825135053984276,72.61081933938608,70.95016059904626,37.5129942872537,52.68518372792622,Pelipper,20.11690895303734,Sinistcha,0.9906711661817713
Chris Morris,28.204912329004166,51.25735112014301,37.200539606285496,32.27468216447152,60.994566024186064,24.855522118184744,Scraggy,29.09949460746091,Komala,0.9876383698370557
Anfernee Hardaway,82.88614450269333,64.18820144064972,63.97777826298785,79.74899759645258,60.18059224670187,38.97922575980466,Exeggutor,13.931793977497245,Exeggutor,0.9974880309176377
Chucky Brown,42.71174355018413,36.81449394749583,53.42802216020917,34.6578722100348,36.45889388310332,40.00155727046036,Nidorina,16.6325517872272,Pecharunt,0.9980930819078943
Clifford Robinson,82.06079382201594,64.05274312775384,59.429983816413504,61.5157778392496,45.03469155317329,38.15359322312638,Veluza,19.996251155890807,Dudunsparce (Two-Segment Form),0.9971276756195663
Christian Laettner,72.60827279978083,60.6216515725472,50.99767091324685,64.17740289590934,71.56287070360348,32.42866023366881,Abomasnow,15.375303386675697,Abomasnow,0.9981126808363601
Rex Chapman,73.74195986011618,76.91370090219534,39.94568941703476,64.38758760342971,33.1885237455911,55.47460788458841,Shiftry,13.663726428565257,Shiftry,0.9966680925021856
Derrick McKey,55.542185761194204,16.281152360216666,61.96245325046679,56.22198754975657,65.43373814307864,13.573152748153092,Lileep,20.681072781431773,Regice,0.9947840820618161
Charlie Ward,62.54985327303437,26.999626047720675,77.41457749971542,90.9753928108504,66.70666179106415,29.09207515868368,Vikavolt,20.226378393600037,Porygon,0.9921614340620999
Terry Mills,56.77573338661146,48.20041276545632,50.465190550140136,34.502508758230285,51.98468782862468,39.83847721462104,Marshtomp,16.356224224926617,Poliwrath,0.9987916828039799
Isaiah Rider,81.303836280571,87.37559473454954,39.96979691428904,67.12954308471187,27.11131152837681,35.32172944098771,Rampardos,24.041610587249146,Emboar,0.9941173189031439
Eric Montross,40.616586810326616,6.557268452596403,36.93038586785262,13.516599680066138,50.55981592511511,36.367759741317954,Seel,18.752693298125944,Scream Tail,0.9825784774966484
Tony Smith,45.95178736736251,22.4110053940227,16.919687174599428,73.9980573254034,37.022678454948405,32.433241307088615,Flaaffy,19.42970283476767,Mareep,0.9843280985873198
James Robinson,45.51624693264128,71.80326803495764,14.593247244785257,73.78009460743273,32.24064135365806,54.38360161988434,Mothim,16.35893184264236,Growlithe (Hisuian Growlithe),0.9955867182214831
Kendall Gill,77.93288436041814,62.88321683932313,45.01056596876825,64.069900771253,64.5638527884855,52.57453214274382,Seaking,18.61672380090148,Lunala,0.9968540679568311
Calbert Cheaney,67.97471237514709,35.62658918429321,47.27556308892781,46.615073200389865,41.85816140500261,39.25243668838787,Dartrix,18.90955573545009,Calyrex,0.9970475569630541
Elliot Perry,44.15131288875177,48.14747266645464,47.33682520386608,87.29467792959073,52.6421818301984,44.97936374173079,Maractus,23.03497978902141,Piplup,0.9901895762978302
Toni Kukoc,68.63756435736158,71.15335195269522,60.6945696343936,84.32478980048147,59.77191561470888,38.28879386540073,Eelektross,17.24061349924936,Eelektross,0.9957410632575476
Sasha Danilovic,81.06878908470722,64.75270039795338,76.69130187606595,48.20920977828311,29.88914155770324,13.928368391131324,Quagsire,18.017236687718565,Dondozo,0.9968337281447941
Rod Strickland,80.71515912288409,64.85738080461844,41.655903071186174,97.642723264091,54.05730518869152,41.05480827231249,Heatmor,19.329555219638145,Maractus,0.9954381292899651
