ID,Name,Form,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,DisplayName,HP_PCT,ATTACK_PCT,DEFENSE_PCT,SPATK_PCT,SPDEF_PCT,SPEED_PCT
14,Kakuna,,Bug,Poison,205,45,25,50,25,25,35,1,Kakuna,14.5679012345679,1.934156378600823,21.604938271604937,2.5925925925925926,1.3580246913580247,13.004115226337449
15,Beedrill,,Bug,Poison,395,65,90,40,45,80,75,1,Beedrill,44.074074074074076,62.92181069958848,9.588477366255145,21.358024691358025,63.74485596707819,57.983539094650205
16,Pidgey,,Normal,Flying,251,40,45,40,35,35,56,1,Pidgey,8.271604938271606,12.098765432098766,9.588477366255145,9.588477366255145,6.008230452674898,36.2962962962963
17,Pidgeotto,,Normal,Flying,349,63,60,55,50,50,71,1,Pidgeotto,40.864197530864196,27.818930041152264,27.942386831275723,27.037037037037038,22.098765432098766,55.06172839506173
18,Pidgeot,,Normal,Flying,479,83,80,75,70,70,101,1,Pidgeot,73.25102880658436,51.81069958847737,55.80246913580247,53.78600823045267,50.37037037037037,85.30864197530865
19,Rattata,,Normal,,253,30,56,35,25,35,72,1,Rattata,2.05761316872428,24.732510288065843,5.3086419753086425,2.5925925925925926,6.008230452674898,55.67901234567901
20,Raticate,,Normal,,413,55,81,60,50,70,97,1,Raticate,27.901234567901234,54.23868312757202,34.23868312757202,27.037037037037038,50.37037037037037,80.16460905349794
21,Spearow,,Normal,Flying,262,40,60,30,31,31,70,1,Spearow,8.271604938271606,27.818930041152264,2.5925925925925926,7.448559670781893,4.444444444444445,52.59259259259259
22,Fearow,,Normal,Flying,442,65,90,65,61,61,100,1,Fearow,44.074074074074076,62.92181069958848,41.64609053497942,43.95061728395061,39.1358024691358,83.25102880658436
23,Ekans,,Poison,,288,35,60,44,40,54,55,1,Ekans,3.7448559670781894,27.818930041152264,13.127572016460906,14.897119341563785,26.666666666666668,34.52674897119341
24,Arbok,,Poison,,448,60,95,69,65,79,80,1,Arbok,35.7201646090535,67.73662551440329,45.63786008230453,48.18930041152264,60.49382716049383,62.63374485596708
25,Pikachu,,Electric,,320,35,55,40,50,50,90,1,Pikachu,3.7448559670781894,22.633744855967077,9.588477366255145,27.037037037037038,22.098765432098766,72.79835390946502
26,Raichu,,Electric,,485,60,90,55,90,80,110,1,Raichu,35.7201646090535,62.92181069958848,27.942386831275723,71.19341563786008,63.74485596707819,90.41152263374485
27,Sandshrew,,Ground,,300,50,75,85,20,30,40,1,Sandshrew,21.193415637860085,46.21399176954733,67.53086419753086,1.1934156378600824,3.168724279835391,17.736625514403293
28,Sandslash,,Ground,,450,75,100,110,45,55,65,1,Sandslash,61.72839506172839,73.08641975308642,87.94238683127573,21.358024691358025,29.46502057613169,46.46090534979424
29,Nidoran,Female,Poison,,275,55,47,52,40,40,41,1,Nidoran (Female),27.901234567901234,14.03292181069959,24.979423868312757,14.897119341563785,10.246913580246913,19.588477366255145
30,Nidorina,,Poison,,365,70,62,67,55,55,56,1,Nidorina,52.63374485596708,30.41152263374486,44.8559670781893,33.62139917695473,29.46502057613169,36.2962962962963
31,Nidoqueen,,Poison,Ground,505,90,92,87,75,85,76,1,Nidoqueen,79.46502057613168,65.22633744855966,69.54732510288066,58.477366255144034,70.12345679012346,59.4238683127572
32,Nidoran,Male,Poison,,273,46,57,40,40,40,50,1,Nidoran (Male),16.790123456790123,25.020576131687243,9.588477366255145,14.897119341563785,10.246913580246913,29.46502057613169
33,Nidorino,,Poison,,365,61,72,57,55,55,65,1,Nidorino,39.711934156378604,43.00411522633745,30.12345679012346,33.62139917695473,29.46502057613169,46.46090534979424
34,Nidoking,,Poison,Ground,505,81,102,77,85,75,85,1,Nidoking,72.38683127572017,76.21399176954733,58.230452674897116,67.61316872427983,57.160493827160494,67.9835390946502
35,Clefairy,,Fairy,,323,70,45,48,60,65,35,1,Clefairy,52.63374485596708,12.098765432098766,18.14814814814815,40.781893004115226,43.58024691358025,13.004115226337449
36,Clefable,,Fairy,,483,95,70,73,95,90,60,1,Clefable,84.03292181069959,40.45267489711934,53.70370370370371,75.18518518518519,75.7201646090535,40.45267489711934
37,Vulpix,,Fire,,299,38,41,40,50,65,65,1,Vulpix,5.267489711934156,10.0,9.588477366255145,27.037037037037038,43.58024691358025,46.46090534979424
38,Ninetales,,Fire,,505,73,76,75,81,100,100,1,Ninetales,58.0246913580247,48.43621399176955,55.80246913580247,64.8971193415638,84.93827160493828,83.25102880658436
39,Jigglypuff,,Normal,Fairy,270,115,45,20,45,25,20,1,Jigglypuff,95.47325102880659,12.098765432098766,0.9053497942386831,21.358024691358025,1.3580246913580247,2.7983539094650207
40,Wigglytuff,,Normal,Fairy,435,140,70,45,85,50,45,1,Wigglytuff,98.3127572016461,40.45267489711934,15.34979423868313,67.61316872427983,22.098765432098766,23.456790123456788
41,Zubat,,Poison,Flying,245,40,45,35,30,40,55,1,Zubat,8.271604938271606,12.098765432098766,5.3086419753086425,5.637860082304527,10.246913580246913,34.52674897119341
42,Golbat,,Poison,Flying,455,75,80,70,65,75,90,1,Golbat,61.72839506172839,51.81069958847737,49.135802469135804,48.18930041152264,57.160493827160494,72.79835390946502
43,Oddish,,Grass,Poison,320,45,50,55,75,65,30,1,Oddish,14.5679012345679,17.11934156378601,27.942386831275723,58.477366255144034,43.58024691358025,8.148148148148149
44,Gloom,,Grass,Poison,395,60,65,70,85,75,40,1,Gloom,35.7201646090535,34.32098765432099,49.135802469135804,67.61316872427983,57.160493827160494,17.736625514403293
45,Vileplume,,Grass,Poison,490,75,80,85,110,90,50,1,Vileplume,61.72839506172839,51.81069958847737,67.53086419753086,85.63786008230453,75.7201646090535,29.46502057613169
46,Paras,,Bug,Grass,285,35,70,55,45,55,25,1,Paras,3.7448559670781894,40.45267489711934,27.942386831275723,21.358024691358025,29.46502057613169,4.691358024691358
47,Parasect,,Bug,Grass,405,60,95,80,60,80,30,1,Parasect,35.7201646090535,67.73662551440329,62.34567901234568,40.781893004115226,63.74485596707819,8.148148148148149
48,Venonat,,Bug,Poison,305,60,55,50,40,55,45,1,Venonat,35.7201646090535,22.633744855967077,21.604938271604937,14.897119341563785,29.46502057613169,23.456790123456788
49,Venomoth,,Bug,Poison,450,70,65,60,90,75,90,1,Venomoth,52.63374485596708,34.32098765432099,34.23868312757202,71.19341563786008,57.160493827160494,72.79835390946502
50,Diglett,,Ground,,265,10,55,25,35,45,95,1,Diglett,0.24691358024691357,22.633744855967077,1.440329218106996,9.588477366255145,15.843621399176955,78.06584362139918
51,Dugtrio,,Ground,,425,35,100,50,50,70,120,1,Dugtrio,3.7448559670781894,73.08641975308642,21.604938271604937,27.037037037037038,50.37037037037037,94.5679012345679
52,Meowth,,Normal,,290,40,45,35,40,40,90,1,Meowth,8.271604938271606,12.098765432098766,5.3086419753086425,14.897119341563785,10.246913580246913,72.79835390946502
53,Persian,,Normal,,440,65,70,60,65,65,115,1,Persian,44.074074074074076,40.45267489711934,34.23868312757202,48.18930041152264,43.58024691358025,92.96296296296296
54,Psyduck,,Water,,320,50,52,48,65,50,55,1,Psyduck,21.193415637860085,19.54732510288066,18.14814814814815,48.18930041152264,22.098765432098766,34.52674897119341
55,Golduck,,Water,,500,80,82,78,95,80,85,1,Golduck,69.58847736625515,54.773662551440324,58.93004115226338,75.18518518518519,63.74485596707819,67.9835390946502
56,Mankey,,Fighting,,305,40,80,35,35,45,70,1,Mankey,8.271604938271606,51.81069958847737,5.3086419753086425,9.588477366255145,15.843621399176955,52.59259259259259
57,Primeape,,Fighting,,455,65,105,60,60,70,95,1,Primeape,44.074074074074076,77.9835390946502,34.23868312757202,40.781893004115226,50.37037037037037,78.06584362139918
58,Growlithe,,Fire,,350,55,70,45,70,50,60,1,Growlithe,27.901234567901234,40.45267489711934,15.34979423868313,53.78600823045267,22.098765432098766,40.45267489711934
59,Arcanine,,Fire,,555,90,110,80,100,80,95,1,Arcanine,79.46502057613168,80.94650205761317,62.34567901234568,79.7119341563786,63.74485596707819,78.06584362139918
60,Poliwag,,Water,,300,40,50,40,40,40,90,1,Poliwag,8.271604938271606,17.11934156378601,9.588477366255145,14.897119341563785,10.246913580246913,72.79835390946502
61,Poliwhirl,,Water,,385,65,65,65,50,50,90,1,Poliwhirl,44.074074074074076,34.32098765432099,41.64609053497942,27.037037037037038,22.098765432098766,72.79835390946502
62,Poliwrath,,Water,Fighting,510,90,95,95,70,90,70,1,Poliwrath,79.46502057613168,67.73662551440329,77.11934156378601,53.78600823045267,75.7201646090535,52.59259259259259
63,Abra,,Psychic,,310,25,20,15,105,55,90,1,Abra,1.02880658436214,0.9465020576131686,0.45267489711934156,82.88065843621399,29.46502057613169,72.79835390946502
64,Kadabra,,Psychic,,400,40,35,30,120,70,105,1,Kadabra,8.271604938271606,5.967078189300412,2.5925925925925926,89.25925925925927,50.37037037037037,87.07818930041152
65,Alakazam,,Psychic,,500,55,50,45,135,95,120,1,Alakazam,27.901234567901234,17.11934156378601,15.34979423868313,95.34979423868313,80.20576131687243,94.5679012345679
66,Machop,,Fighting,,305,70,80,50,35,35,35,1,Machop,52.63374485596708,51.81069958847737,21.604938271604937,9.588477366255145,6.008230452674898,13.004115226337449
67,Machoke,,Fighting,,405,80,100,70,50,60,45,1,Machoke,69.58847736625515,73.08641975308642,49.135802469135804,27.037037037037038,36.21399176954733,23.456790123456788
68,Machamp,,Fighting,,505,90,130,80,65,85,55,1,Machamp,79.46502057613168,92.46913580246914,62.34567901234568,48.18930041152264,70.12345679012346,34.52674897119341
69,Bellsprout,,Grass,Poison,300,50,75,35,70,30,40,1,Bellsprout,21.193415637860085,46.21399176954733,5.3086419753086425,53.78600823045267,3.168724279835391,17.736625514403293
70,Weepinbell,,Grass,Poison,390,65,90,50,85,45,55,1,Weepinbell,44.074074074074076,62.92181069958848,21.604938271604937,67.61316872427983,15.843621399176955,34.52674897119341
71,Victreebel,,Grass,Poison,490,80,105,65,100,70,70,1,Victreebel,69.58847736625515,77.9835390946502,41.64609053497942,79.7119341563786,50.37037037037037,52.59259259259259
72,Tentacool,,Water,Poison,335,40,40,35,50,100,70,1,Tentacool,8.271604938271606,8.518518518518519,5.3086419753086425,27.037037037037038,84.93827160493828,52.59259259259259
73,Tentacruel,,Water,Poison,515,80,70,65,80,120,100,1,Tentacruel,69.58847736625515,40.45267489711934,41.64609053497942,62.59259259259259,94.8559670781893,83.25102880658436
74,Geodude,,Rock,Ground,300,40,80,100,30,30,20,1,Geodude,8.271604938271606,51.81069958847737,81.6872427983539,5.637860082304527,3.168724279835391,2.7983539094650207
75,Graveler,,Rock,Ground,390,55,95,115,45,45,35,1,Graveler,27.901234567901234,67.73662551440329,90.08230452674897,21.358024691358025,15.843621399176955,13.004115226337449
76,Golem,,Rock,Ground,495,80,120,130,55,65,45,1,Golem,69.58847736625515,87.07818930041152,95.34979423868313,33.62139917695473,43.58024691358025,23.456790123456788
77,Ponyta,,Fire,,410,50,85,55,65,65,90,1,Ponyta,21.193415637860085,58.14814814814815,27.942386831275723,48.18930041152264,43.58024691358025,72.79835390946502
78,Rapidash,,Fire,,500,65,100,70,80,80,105,1,Rapidash,44.074074074074076,73.08641975308642,49.135802469135804,62.59259259259259,63.74485596707819,87.07818930041152
79,Slowpoke,,Water,Psychic,315,90,65,65,40,40,15,1,Slowpoke,79.46502057613168,34.32098765432099,41.64609053497942,14.897119341563785,10.246913580246913,1.3580246913580247
80,Slowbro,,Water,Psychic,490,95,75,110,100,80,30,1,Slowbro,84.03292181069959,46.21399176954733,87.94238683127573,79.7119341563786,63.74485596707819,8.148148148148149
81,Magnemite,,Electric,Steel,325,25,35,70,95,55,45,1,Magnemite,1.02880658436214,5.967078189300412,49.135802469135804,75.18518518518519,29.46502057613169,23.456790123456788
82,Magneton,,Electric,Steel,465,50,60,95,120,70,70,1,Magneton,21.193415637860085,27.818930041152264,77.11934156378601,89.25925925925927,50.37037037037037,52.59259259259259
83,Farfetch'd,,Normal,Flying,377,52,90,55,58,62,60,1,Farfetch'd,24.897119341563787,62.92181069958848,27.942386831275723,36.91358024691358,39.58847736625514,40.45267489711934
84,Doduo,,Normal,Flying,310,35,85,45,35,35,75,1,Doduo,3.7448559670781894,58.14814814814815,15.34979423868313,9.588477366255145,6.008230452674898,57.983539094650205
85,Dodrio,,Normal,Flying,470,60,110,70,60,60,110,1,Dodrio,35.7201646090535,80.94650205761317,49.135802469135804,40.781893004115226,36.21399176954733,90.41152263374485
86,Seel,,Water,,325,65,45,55,45,70,45,1,Seel,44.074074074074076,12.098765432098766,27.942386831275723,21.358024691358025,50.37037037037037,23.456790123456788
87,Dewgong,,Water,Ice,475,90,70,80,70,95,70,1,Dewgong,79.46502057613168,40.45267489711934,62.34567901234568,53.78600823045267,80.20576131687243,52.59259259259259
88,Grimer,,Poison,,325,80,80,50,40,50,25,1,Grimer,69.58847736625515,51.81069958847737,21.604938271604937,14.897119341563785,22.098765432098766,4.691358024691358
89,Muk,,Poison,,500,105,105,75,65,100,50,1,Muk,91.72839506172839,77.9835390946502,55.80246913580247,48.18930041152264,84.93827160493828,29.46502057613169
90,Shellder,,Water,,305,30,65,100,45,25,40,1,Shellder,2.05761316872428,34.32098765432099,81.6872427983539,21.358024691358025,1.3580246913580247,17.736625514403293
91,Cloyster,,Water,Ice,525,50,95,180,85,45,70,1,Cloyster,21.193415637860085,67.73662551440329,99.1769547325103,67.61316872427983,15.843621399176955,52.59259259259259
92,Gastly,,Ghost,Poison,310,30,35,30,100,35,80,1,Gastly,2.05761316872428,5.967078189300412,2.5925925925925926,79.7119341563786,6.008230452674898,62.63374485596708
93,Haunter,,Ghost,Poison,405,45,50,45,115,55,95,1,Haunter,14.5679012345679,17.11934156378601,15.34979423868313,87.86008230452676,29.46502057613169,78.06584362139918
94,Gengar,,Ghost,Poison,500,60,65,60,130,75,110,1,Gengar,35.7201646090535,34.32098765432099,34.23868312757202,93.7037037037037,57.160493827160494,90.41152263374485
95,Onix,,Rock,Ground,385,35,45,160,30,45,70,1,Onix,3.7448559670781894,12.098765432098766,98.80658436213992,5.637860082304527,15.843621399176955,52.59259259259259
96,Drowzee,,Psychic,,328,60,48,45,43,90,42,1,Drowzee,35.7201646090535,14.5679012345679,15.34979423868313,18.395061728395063,75.7201646090535,20.08230452674897
97,Hypno,,Psychic,,483,85,73,70,73,115,67,1,Hypno,74.81481481481481,43.66255144032922,49.135802469135804,56.54320987654321,93.08641975308643,49.382716049382715
98,Krabby,,Water,,325,30,105,90,25,25,50,1,Krabby,2.05761316872428,77.9835390946502,72.46913580246913,2.5925925925925926,1.3580246913580247,29.46502057613169
99,Kingler,,Water,,475,55,130,115,50,50,75,1,Kingler,27.901234567901234,92.46913580246914,90.08230452674897,27.037037037037038,22.098765432098766,57.983539094650205
100,Voltorb,,Electric,,330,40,30,50,55,55,100,1,Voltorb,8.271604938271606,3.909465020576132,21.604938271604937,33.62139917695473,29.46502057613169,83.25102880658436
101,Electrode,,Electric,,490,60,50,70,80,80,150,1,Electrode,35.7201646090535,17.11934156378601,49.135802469135804,62.59259259259259,63.74485596707819,99.42386831275721
102,Exeggcute,,Grass,Psychic,325,60,40,80,60,45,40,1,Exeggcute,35.7201646090535,8.518518518518519,62.34567901234568,40.781893004115226,15.843621399176955,17.736625514403293
103,Exeggutor,,Grass,Psychic,530,95,95,85,125,75,55,1,Exeggutor,84.03292181069959,67.73662551440329,67.53086419753086,91.52263374485597,57.160493827160494,34.52674897119341
104,Cubone,,Ground,,320,50,50,95,40,50,35,1,Cubone,21.193415637860085,17.11934156378601,77.11934156378601,14.897119341563785,22.098765432098766,13.004115226337449
105,Marowak,,Ground,,425,60,80,110,50,80,45,1,Marowak,35.7201646090535,51.81069958847737,87.94238683127573,27.037037037037038,63.74485596707819,23.456790123456788
106,Hitmonlee,,Fighting,,455,50,120,53,35,110,87,1,Hitmonlee,21.193415637860085,87.07818930041152,25.514403292181072,9.588477366255145,91.23456790123457,70.45267489711934
107,Hitmonchan,,Fighting,,455,50,105,79,35,110,76,1,Hitmonchan,21.193415637860085,77.9835390946502,59.50617283950618,9.588477366255145,91.23456790123457,59.4238683127572
108,Lickitung,,Normal,,385,90,55,75,60,75,30,1,Lickitung,79.46502057613168,22.633744855967077,55.80246913580247,40.781893004115226,57.160493827160494,8.148148148148149
109,Koffing,,Poison,,340,40,65,95,60,45,35,1,Koffing,8.271604938271606,34.32098765432099,77.11934156378601,40.781893004115226,15.843621399176955,13.004115226337449
110,Weezing,,Poison,,490,65,90,120,85,70,60,1,Weezing,44.074074074074076,62.92181069958848,92.18106995884774,67.61316872427983,50.37037037037037,40.45267489711934
111,Rhyhorn,,Ground,Rock,345,80,85,95,30,30,25,1,Rhyhorn,69.58847736625515,58.14814814814815,77.11934156378601,5.637860082304527,3.168724279835391,4.691358024691358
112,Rhydon,,Ground,Rock,485,105,130,120,45,45,40,1,Rhydon,91.72839506172839,92.46913580246914,92.18106995884774,21.358024691358025,15.843621399176955,17.736625514403293
113,Chansey,,Normal,,450,250,5,5,35,105,50,1,Chansey,99.83539094650206,0.12345679012345678,0.12345679012345678,9.588477366255145,88.18930041152264,29.46502057613169
114,Tangela,,Grass,,435,65,55,115,100,40,60,1,Tangela,44.074074074074076,22.633744855967077,90.08230452674897,79.7119341563786,10.246913580246913,40.45267489711934
115,Kangaskhan,,Normal,,490,105,95,80,40,80,90,1,Kangaskhan,91.72839506172839,67.73662551440329,62.34567901234568,14.897119341563785,63.74485596707819,72.79835390946502
116,Horsea,,Water,,295,30,40,70,70,25,60,1,Horsea,2.05761316872428,8.518518518518519,49.135802469135804,53.78600823045267,1.3580246913580247,40.45267489711934
117,Seadra,,Water,,440,55,65,95,95,45,85,1,Seadra,27.901234567901234,34.32098765432099,77.11934156378601,75.18518518518519,15.843621399176955,67.9835390946502
118,Goldeen,,Water,,320,45,67,60,35,50,63,1,Goldeen,14.5679012345679,37.407407407407405,34.23868312757202,9.588477366255145,22.098765432098766,43.62139917695473
119,Seaking,,Water,,450,80,92,65,65,80,68,1,Seaking,69.58847736625515,65.22633744855966,41.64609053497942,48.18930041152264,63.74485596707819,49.876543209876544
120,Staryu,,Water,,340,30,45,55,70,55,85,1,Staryu,2.05761316872428,12.098765432098766,27.942386831275723,53.78600823045267,29.46502057613169,67.9835390946502
121,Starmie,,Water,Psychic,520,60,75,85,100,85,115,1,Starmie,35.7201646090535,46.21399176954733,67.53086419753086,79.7119341563786,70.12345679012346,92.96296296296296
122,Mr. Mime,,Psychic,Fairy,460,40,45,65,100,120,90,1,Mr. Mime,8.271604938271606,12.098765432098766,41.64609053497942,79.7119341563786,94.8559670781893,72.79835390946502
123,Scyther,,Bug,Flying,500,70,110,80,55,80,105,1,Scyther,52.63374485596708,80.94650205761317,62.34567901234568,33.62139917695473,63.74485596707819,87.07818930041152
124,Jynx,,Ice,Psychic,455,65,50,35,115,95,95,1,Jynx,44.074074074074076,17.11934156378601,5.3086419753086425,87.86008230452676,80.20576131687243,78.06584362139918
125,Electabuzz,,Electric,,490,65,83,57,95,85,105,1,Electabuzz,44.074074074074076,55.349794238683124,30.12345679012346,75.18518518518519,70.12345679012346,87.07818930041152
126,Magmar,,Fire,,495,65,95,57,100,85,93,1,Magmar,44.074074074074076,67.73662551440329,30.12345679012346,79.7119341563786,70.12345679012346,76.17283950617283
127,Pinsir,,Bug,,500,65,125,100,55,70,85,1,Pinsir,44.074074074074076,90.16460905349794,81.6872427983539,33.62139917695473,50.37037037037037,67.9835390946502
128,Tauros,,Normal,,490,75,100,95,40,70,110,1,Tauros,61.72839506172839,73.08641975308642,77.11934156378601,14.897119341563785,50.37037037037037,90.41152263374485
129,Magikarp,,Water,,200,20,10,55,15,20,80,1,Magikarp,0.6172839506172839,0.3292181069958848,27.942386831275723,0.5761316872427984,0.3292181069958848,62.63374485596708
130,Gyarados,,Water,Flying,540,95,125,79,60,100,81,1,Gyarados,84.03292181069959,90.16460905349794,59.50617283950618,40.781893004115226,84.93827160493828,64.52674897119341
131,Lapras,,Water,Ice,535,130,85,80,85,95,60,1,Lapras,97.6954732510288,58.14814814814815,62.34567901234568,67.61316872427983,80.20576131687243,40.45267489711934
132,Ditto,,Normal,,288,48,48,48,48,48,48,1,Ditto,17.366255144032923,14.5679012345679,18.14814814814815,24.074074074074073,18.641975308641975,26.337448559670783
133,Eevee,,Normal,,325,55,55,50,45,65,55,1,Eevee,27.901234567901234,22.633744855967077,21.604938271604937,21.358024691358025,43.58024691358025,34.52674897119341
134,Vaporeon,,Water,,525,130,65,60,110,95,65,1,Vaporeon,97.6954732510288,34.32098765432099,34.23868312757202,85.63786008230453,80.20576131687243,46.46090534979424
135,Jolteon,,Electric,,525,65,65,60,110,95,130,1,Jolteon,44.074074074074076,34.32098765432099,34.23868312757202,85.63786008230453,80.20576131687243,97.11934156378601
136,Flareon,,Fire,,525,65,130,60,95,110,65,1,Flareon,44.074074074074076,92.46913580246914,34.23868312757202,75.18518518518519,91.23456790123457,46.46090534979424
137,Porygon,,Normal,,395,65,60,70,85,75,40,1,Porygon,44.074074074074076,27.818930041152264,49.135802469135804,67.61316872427983,57.160493827160494,17.736625514403293
138,Omanyte,,Rock,Water,355,35,40,100,90,55,35,1,Omanyte,3.7448559670781894,8.518518518518519,81.6872427983539,71.19341563786008,29.46502057613169,13.004115226337449
139,Omastar,,Rock,Water,495,70,60,125,115,70,55,1,Omastar,52.63374485596708,27.818930041152264,94.07407407407408,87.86008230452676,50.37037037037037,34.52674897119341
140,Kabuto,,Rock,Water,355,30,80,90,55,45,55,1,Kabuto,2.05761316872428,51.81069958847737,72.46913580246913,33.62139917695473,15.843621399176955,34.52674897119341
141,Kabutops,,Rock,Water,495,60,115,105,65,70,80,1,Kabutops,35.7201646090535,83.82716049382715,85.18518518518519,48.18930041152264,50.37037037037037,62.63374485596708
142,Aerodactyl,,Rock,Flying,515,80,105,65,60,75,130,1,Aerodactyl,69.58847736625515,77.9835390946502,41.64609053497942,40.781893004115226,57.160493827160494,97.11934156378601
143,Snorlax,,Normal,,540,160,110,65,65,110,30,1,Snorlax,99.1358024691358,80.94650205761317,41.64609053497942,48.18930041152264,91.23456790123457,8.148148148148149
144,Articuno,,Ice,Flying,580,90,85,100,95,125,85,1,Articuno,79.46502057613168,58.14814814814815,81.6872427983539,75.18518518518519,96.0082304526749,67.9835390946502
145,Zapdos,,Electric,Flying,580,90,90,85,125,90,100,1,Zapdos,79.46502057613168,62.92181069958848,67.53086419753086,91.52263374485597,75.7201646090535,83.25102880658436
146,Moltres,,Fire,Flying,580,90,100,90,125,85,90,1,Moltres,79.46502057613168,73.08641975308642,72.46913580246913,91.52263374485597,70.12345679012346,72.79835390946502
147,Dratini,,Dragon,,300,41,64,45,50,50,50,1,Dratini,10.905349794238683,31.646090534979425,15.34979423868313,27.037037037037038,22.098765432098766,29.46502057613169
148,Dragonair,,Dragon,,420,61,84,65,70,70,70,1,Dragonair,39.711934156378604,55.84362139917695,41.64609053497942,53.78600823045267,50.37037037037037,52.59259259259259
149,Dragonite,,Dragon,Flying,600,91,134,95,100,100,80,1,Dragonite,81.81069958847736,94.07407407407408,77.11934156378601,79.7119341563786,84.93827160493828,62.63374485596708
150,Mewtwo,,Psychic,,680,106,110,90,154,90,130,1,Mewtwo,92.63374485596708,80.94650205761317,72.46913580246913,98.559670781893,75.7201646090535,97.11934156378601
151,Mew,,Psychic,,600,100,100,100,100,100,100,1,Mew,88.35390946502058,73.08641975308642,81.6872427983539,79.7119341563786,84.93827160493828,83.25102880658436
152,Chikorita,,Grass,,318,45,49,65,49,65,45,2,Chikorita,14.5679012345679,15.06172839506173,41.64609053497942,24.320987654320987,43.58024691358025,23.456790123456788
153,Bayleef,,Grass,,405,60,62,80,63,80,60,2,Bayleef,35.7201646090535,30.41152263374486,62.34567901234568,45.1440329218107,63.74485596707819,40.45267489711934
154,Meganium,,Grass,,525,80,82,100,83,100,80,2,Meganium,69.58847736625515,54.773662551440324,81.6872427983539,65.67901234567901,84.93827160493828,62.63374485596708
155,Cyndaquil,,Fire,,309,39,52,43,60,50,65,2,Cyndaquil,5.802469135802469,19.54732510288066,12.716049382716049,40.781893004115226,22.098765432098766,46.46090534979424
156,Quilava,,Fire,,405,58,64,58,80,65,80,2,Quilava,30.987654320987655,31.646090534979425,30.69958847736626,62.59259259259259,43.58024691358025,62.63374485596708
157,Typhlosion,,Fire,,534,78,84,78,109,85,100,2,Typhlosion,65.7201646090535,55.84362139917695,58.93004115226338,84.5679012345679,70.12345679012346,83.25102880658436
158,Totodile,,Water,,314,50,65,64,44,48,43,2,Totodile,21.193415637860085,34.32098765432099,39.053497942386834,18.88888888888889,18.641975308641975,20.82304526748971
159,Croconaw,,Water,,405,65,80,80,59,63,58,2,Croconaw,44.074074074074076,51.81069958847737,62.34567901234568,37.61316872427983,40.24691358024691,37.28395061728395
160,Feraligatr,,Water,,530,85,105,100,79,83,78,2,Feraligatr,74.81481481481481,77.9835390946502,81.6872427983539,60.45267489711934,67.9835390946502,60.41152263374485
161,Sentret,,Normal,,215,35,46,34,35,45,20,2,Sentret,3.7448559670781894,13.786008230452676,3.868312757201646,9.588477366255145,15.843621399176955,2.7983539094650207
